Const,Your Rating,Date Rated,Title,Directors,Actors,Country,Year,Genres,Douban Rating,Num Votes,MyComment,URL,Cover URL,douban_id
tt3043630,2,2018-03-10,小时代,郭敬明,"杨幂, 柯震东, 郭采洁",中国大陆 中国台湾,2013,"剧情, 喜剧, 爱情",5.0,448828,完全不同的价值观，而初中时候大家都被这种价值观荼毒这,https://movie.douban.com/subject/20376577/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2004121607.jpg,20376577
tt6878882,4,2018-03-09,红海行动,林超贤,"张译, 黄景瑜, 海清",中国大陆 中国香港,2018,"动作, 战争",8.2,1092096,画面尺度很大，很火爆。文戏不尬，这才算正经的战争片,https://movie.douban.com/subject/26861685/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2514119443.jpg,26861685
tt0120735,4,2018-03-08,两杆大烟枪,盖·里奇,"杰森·弗莱明, 德克斯特·弗莱彻, 尼克·莫兰",英国,1998,"剧情, 喜剧, 犯罪",9.1,660304,如此高分环境下可以说是很一般了，虽然编剧不错，但风格不喜欢,https://movie.douban.com/subject/1293350/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p792443418.jpg,1293350
tt0042192,4,2018-03-07,彗星美人,约瑟夫·L·曼凯维奇,"贝蒂·戴维斯, 安妮·巴克斯特, 乔治·桑德斯",美国,1950,剧情,8.7,32426,很强的戏剧的张力,https://movie.douban.com/subject/1401385/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p456699730.jpg,1401385
tt0183649,4,2018-03-07,狙击电话亭,乔·舒马赫,"科林·法瑞尔, 基弗·萨瑟兰, 福里斯特·惠特克",美国,2002,"惊悚, 犯罪",7.9,206436,,https://movie.douban.com/subject/1303246/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1593362214.jpg,1303246
tt1853728,4,2018-03-06,被解救的姜戈,昆汀·塔伦蒂诺,"杰米·福克斯, 莱昂纳多·迪卡普里奥, 克里斯托弗·瓦尔兹",美国,2012,"剧情, 动作, 西部",8.8,675415,又一部血肉横飞的昆丁，实在实在欣赏不了，但不得不说风格独树一帜，沃尔滋也算他风格代表了,https://movie.douban.com/subject/6307447/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1800813767.jpg,6307447
tt2562232,5,2018-03-05,鸟人,亚历杭德罗·冈萨雷斯·伊尼亚里图,"迈克尔·基顿, 爱德华·诺顿, 艾玛·斯通",美国 墨西哥,2014,"剧情, 喜剧",8.0,269963,看不懂...牛逼...,https://movie.douban.com/subject/20438962/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2203838902.jpg,20438962
tt6794476,4,2018-03-05,亲爱的篮球,格兰·基恩,科比·布莱恩特,美国,2017,"动画, 短片, 传记",8.2,23585,它让我喜欢的篮球和电影也能交织一起，虽然短片没感受到什么特别之处,https://movie.douban.com/subject/27147737/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2508120408.jpg,27147737
tt0101258,4,2018-03-04,阿飞正传,王家卫,"张国荣, 张曼玉, 刘德华",中国香港,1990,"剧情, 爱情, 犯罪",8.5,557133,典型王家卫。无脚鸟，一分钟的出处,https://movie.douban.com/subject/1305690/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2525770523.jpg,1305690
tt3781476,3,2018-03-04,捉妖记,许诚毅,"白百何, 井柏然, 姜武",中国大陆 中国香港,2015,"喜剧, 奇幻, 古装",6.7,571336,,https://movie.douban.com/subject/25723907/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2257944916.jpg,25723907
tt0289879,4,2018-03-04,蝴蝶效应,"埃里克·布雷斯, J·麦基·格鲁伯","阿什顿·库彻, 梅洛拉·沃尔特斯, 艾米·斯马特",美国 加拿大,2004,"剧情, 科幻, 悬疑",8.9,1041738,"我居然一直把第三部当这个了，男主还是没什么吸引力,可能也没感觉什么深度",https://movie.douban.com/subject/1292343/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2209066019.jpg,1292343
tt3042408,4,2018-03-03,我是谁：没有绝对安全的系统,巴伦·博·欧达尔,"汤姆·希林, 埃利亚斯·穆巴里克, 沃坦·维尔克·默林",德国,2014,"悬疑, 惊悚, 犯罪",8.2,266256,反多重人格还行，女主好胖,https://movie.douban.com/subject/25932086/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2241265982.jpg,25932086
tt0111797,5,2018-03-03,饮食男女,李安,"郎雄, 杨贵媚, 吴倩莲",中国台湾 美国,1994,"剧情, 家庭",9.2,701594,很顺畅真实,https://movie.douban.com/subject/1291818/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1910899751.jpg,1291818
tt5704228,2,2018-03-01,欢乐颂,"孔笙, 简川訸","刘涛, 蒋欣, 王子文",中国大陆,2016,"剧情, 爱情",7.5,343837,传播扭曲的三观还自以为深刻还自我乱煽情，然而各个地方都能看出太烂俗了，看了不到十集就弃了，看广告都不会这么尬,https://movie.douban.com/subject/26430092/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2336048812.jpg,26430092
tt2401825,4,2018-03-01,无问西东,李芳芳,"章子怡, 黄晓明, 张震",中国大陆,2018,"剧情, 爱情, 战争",7.5,743980,略微矫情不过不算太尴尬，情节太弱但勉强能用情怀凑，总的来说是个合格的电影，不过教主邪魅的笑还是让我出戏了,https://movie.douban.com/subject/6874741/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2507572275.jpg,6874741
tt0469494,4,2018-02-28,血色将至,保罗·托马斯·安德森,"丹尼尔·戴-刘易斯, 巴里·德尔·舍曼, 保罗·F·汤普金斯",美国,2007,剧情,8.4,95128,37的ddl这种演技....,https://movie.douban.com/subject/1945780/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2196432057.jpg,1945780
tt0452694,4,2018-02-28,时间旅行者的妻子,罗伯特·施文特克,"瑞秋·麦克亚当斯, 艾瑞克·巴纳, 阿莱克斯·费瑞斯",美国,2009,"剧情, 爱情, 悬疑",7.7,254091,哎 意外的没什么感觉,https://movie.douban.com/subject/1885124/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p480590433.jpg,1885124
tt0130827,4,2018-02-28,罗拉快跑,汤姆·提克威,"弗朗卡·波滕特, 莫里兹·布雷多, 赫伯特·克瑙普",德国,1998,"动作, 惊悚, 犯罪",8.1,261068,同样的结构还是更喜欢源代码,https://movie.douban.com/subject/1292275/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2574867081.jpg,1292275
tt1028532,5,2018-02-27,忠犬八公的故事,拉斯·霍尔斯道姆,"理查·基尔, 莎拉·罗默尔, 琼·艾伦",美国 英国,2009,剧情,9.4,1511229,,https://movie.douban.com/subject/3011091/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2587099240.jpg,3011091
tt0118694,5,2018-02-26,花样年华,王家卫,"张曼玉, 梁朝伟, 潘迪华",中国香港,2000,"剧情, 爱情",8.8,777587,抑制的情欲，沉闷的空间，细腻的感情，两个尤物在王家卫镜头下编制着一种让人深陷其中的情绪,https://movie.douban.com/subject/1291557/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2918312477.jpg,1291557
tt1392190,5,2018-02-26,疯狂的麦克斯4：狂暴之路,乔治·米勒,"汤姆·哈迪, 查理兹·塞隆, 尼古拉斯·霍尔特",澳大利亚 美国,2015,"动作, 科幻, 冒险",8.7,605991,这个爽片是真的爽，汤姆哈迪也是真的帅，也算是领略到了废土美学,https://movie.douban.com/subject/3592854/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2236181653.jpg,3592854
tt0112573,5,2018-02-25,勇敢的心,梅尔·吉布森,"梅尔·吉布森, 苏菲·玛索, 布莱恩·考克斯",美国,1995,"剧情, 动作, 传记",8.9,596926,名副其实的史诗大片 ，让我向往苏格兰的风景,https://movie.douban.com/subject/1294639/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2004174709.jpg,1294639
tt0093426,4,2018-02-25,秋天的童话,张婉婷,"周润发, 钟楚红, 陈百强",中国香港,1987,"剧情, 爱情",8.5,106140,钟楚红很美了，周润发也把这个小痞子驾驭得很好，电影也很自然,https://movie.douban.com/subject/1301912/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1164872896.jpg,1301912
tt1063669,4,2018-02-24,浪潮,丹尼斯·甘塞尔,"于尔根·福格尔, 弗雷德里克·劳, 马克思·雷迈特",德国,2008,"剧情, 惊悚",8.7,290909,题材很有意思，名字也贴切，就是不够深入表现得有点夸张。到底真正疯狂的只有那个神经脆弱的学生，但看上去就因此否定了一切,https://movie.douban.com/subject/2297265/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1344888983.jpg,2297265
tt4080728,4,2018-02-23,一个叫欧维的男人决定去死,汉内斯·赫尔姆,"罗夫·拉斯加德, 巴哈·帕斯, 托比亚斯·阿姆博瑞",瑞典,2015,剧情,8.9,551920,生气的人温柔的爱着这个世界,https://movie.douban.com/subject/26628357/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2406624993.jpg,26628357
tt1442519,5,2018-02-22,刺猬的优雅,莫娜·阿查切,"若西安·巴拉斯科, 佳朗丝·勒·吉耶米克, 伊川东吾",法国 意大利,2009,剧情,8.8,168056,大妈还是很幸运的，生命尽头还是感受到了除却孤独的爱,https://movie.douban.com/subject/3824274/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p489369851.jpg,3824274
tt1562328,4,2018-02-22,听说,郑芬芬,"彭于晏, 陈意涵, 陈妍希",中国台湾,2009,"剧情, 爱情",8.2,404117,很舒服自然，演技也都不错，两个家长太可爱了,https://movie.douban.com/subject/3824672/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2250788664.jpg,3824672
tt0253474,5,2018-02-21,钢琴家,罗曼·波兰斯基,"阿德里安·布罗迪, 托马斯·克莱舒曼, 艾米莉娅·福克斯",英国 法国 波兰 德国 美国,2002,"剧情, 音乐, 传记",9.3,728566,很平静内敛的叙述，客观的刻画人性,https://movie.douban.com/subject/1296736/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1381339291.jpg,1296736
tt0169547,4,2018-02-20,美国丽人,萨姆·门德斯,"凯文·史派西, 安妮特·贝宁, 索拉·伯奇",美国,1999,"剧情, 爱情, 家庭",8.6,354243,被片名和封面误导了,https://movie.douban.com/subject/1292062/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1309847196.jpg,1292062
tt1821549,5,2018-02-19,内布拉斯加,亚历山大·佩恩,"布鲁斯·邓恩, 威尔·福特, 朱恩·斯奎布",美国,2013,"剧情, 喜剧, 家庭",8.6,51163,温馨公路片,https://movie.douban.com/subject/6538833/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2158863675.jpg,6538833
tt3312830,4,2018-02-17,年轻气盛,保罗·索伦蒂诺,"迈克尔·凯恩, 保罗·达诺, 蕾切尔·薇兹",意大利 法国 瑞士 英国,2015,"剧情, 喜剧",8.2,147512,根本抓不住节奏，经常看得莫名其妙，可能是看得不太认真,https://movie.douban.com/subject/25766754/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2264593707.jpg,25766754
tt0416320,4,2018-02-16,赛末点,伍迪·艾伦,"乔纳森·莱斯·梅耶斯, 斯嘉丽·约翰逊, 马修·古迪",英国 美国 爱尔兰 卢森堡,2005,"剧情, 爱情, 悬疑",8.1,199314,只是现在还是不太喜欢伍迪的风格，巧妙黑色的结局对故事有很大提升,https://movie.douban.com/subject/1433577/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p685837045.jpg,1433577
tt2980516,5,2018-02-15,万物理论,詹姆斯·马什,"埃迪·雷德梅恩, 菲丽希缇·琼斯, 大卫·休里斯",英国 日本 美国,2014,"剧情, 爱情, 传记",8.4,313190,心疼死小雀斑了，配乐真的很棒,https://movie.douban.com/subject/24815950/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2210832820.jpg,24815950
tt0119217,5,2018-02-14,心灵捕手,格斯·范·桑特,"马特·达蒙, 罗宾·威廉姆斯, 本·阿弗莱克",美国,1997,剧情,9.0,796850,女主略丑，友情很感动，和朋友 和心理教授都是,https://movie.douban.com/subject/1292656/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p480965695.jpg,1292656
tt5788792,4,2018-02-14,了不起的麦瑟尔夫人 第一季,"埃米·谢尔曼-帕拉迪诺, 丹尼尔·帕拉迪诺, 斯科特·埃利斯","瑞秋·布罗斯纳安, 艾利克斯·布斯汀, 玛琳·辛科",美国,2017,"剧情, 喜剧",8.8,204705,剧情来说没太大吸引，节奏和配乐很不错，但主要还是女主美呀,https://movie.douban.com/subject/26813221/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2501654012.jpg,26813221
tt1568346,4,2018-02-12,龙纹身的女孩,大卫·芬奇,"丹尼尔·克雷格, 鲁妮·玛拉, 克里斯托弗·普卢默",美国 瑞典 挪威,2011,"剧情, 悬疑, 惊悚",8.1,245220,鲁尼玛拉太惊艳了，剧情虽然毫无吸引力，配乐也不错了，,https://movie.douban.com/subject/4206357/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1473779689.jpg,4206357
tt0758766,3,2018-02-11,K歌情人,马克·劳伦斯,"休·格兰特, 德鲁·巴里摩尔, 斯科特·波特",美国,2007,"喜剧, 爱情, 音乐",7.6,108513,7.3分，歌曲一般剧情稍显老套，男主还是很有魅力,https://movie.douban.com/subject/1937401/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p477610353.jpg,1937401
tt5776858,4,2018-02-10,魅影缝匠,保罗·托马斯·安德森,"丹尼尔·戴-刘易斯, 薇姬·克里普斯, 莱丝利·曼维尔",美国 英国,2017,"剧情, 爱情",7.5,103125,what's the sick love 古典浪漫至极，就是女主不好看，土土的五官 剧情就是这种需要吗，ddl都三个影帝了不留点机会给别人,https://movie.douban.com/subject/26809592/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2506487968.jpg,26809592
tt2990738,4,2018-02-08,恐怖直播,金秉祐,"河正宇, 李璟荣, 全慧珍",韩国,2013,"剧情, 悬疑, 犯罪",8.7,715177,韩国高分电影果然都会触及很高的政治思考深度,https://movie.douban.com/subject/21360417/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2016930906.jpg,21360417
tt5182866,4,2018-02-06,请回答1988,申元浩,"成东日, 李一花, 罗美兰",韩国,2015,"剧情, 喜剧, 爱情",9.7,1015149,看到了17集大家都分开了，我觉得也该结局了。后面感觉只是为迎合观众续写，但无论无论如何是我感动最多的韩剧，虽然有时会感觉煽情用力了些但多数还是很真诚温暖的,https://movie.douban.com/subject/26302614/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2272563445.jpg,26302614
tt0449059,4,2018-02-05,阳光小美女,"乔纳森·戴顿, 维莱莉·法瑞斯","阿比盖尔·布雷斯林, 格雷戈·金尼尔, 保罗·达诺",美国,2006,"剧情, 喜剧, 家庭",8.3,282225,观影体验一般，但还是有所感触,https://movie.douban.com/subject/1777612/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p792394752.jpg,1777612
tt0120543,5,2018-02-05,有话好好说,张艺谋,"姜文, 李保田, 瞿颖",中国大陆,1997,"剧情, 喜剧",8.5,266527,姜文也太特么有意思了，咋看都不像张艺谋拍的,https://movie.douban.com/subject/1296436/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2553967182.jpg,1296436
tt1533117,5,2018-02-04,让子弹飞,姜文,"姜文, 葛优, 周润发",中国大陆 中国香港,2010,"剧情, 喜剧, 动作",9.0,1878073,果然牛逼，姜文就是牛逼，荒诞有趣讽刺幽默,https://movie.douban.com/subject/3742360/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1512562287.jpg,3742360
tt1692486,5,2018-02-03,杀戮,罗曼·波兰斯基,"朱迪·福斯特, 凯特·温斯莱特, 克里斯托弗·瓦尔兹",法国 德国 波兰 西班牙,2011,"剧情, 喜剧",8.2,84610,哈哈哈太有趣了吧，四个人演技也很完美，原以为律师会占很大优势不过忙着电话正好分散了注意,https://movie.douban.com/subject/4913185/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1305342680.jpg,4913185
tt0106866,4,2018-02-02,芳芳,亚历山大·雅丁,"苏菲·玛索, 文森特·佩雷斯, 玛丽娜·德尔泰姆",法国,1993,"喜剧, 爱情",8.1,91849,苏菲玛索是真的率真漂亮 ，只是觉得很简单的道理被如此浅白的论述表现会感觉有点作,https://movie.douban.com/subject/1293377/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2493678188.jpg,1293377
tt5052448,4,2018-02-02,逃出绝命镇,乔丹·皮尔,"丹尼尔·卡卢亚, 艾莉森·威廉姆斯, 凯瑟琳·基纳",美国,2017,"悬疑, 惊悚, 恐怖",7.8,430020,到底还是歧视黑人,https://movie.douban.com/subject/26688480/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2508604641.jpg,26688480
tt0408664,4,2018-02-01,无人知晓,是枝裕和,"柳乐优弥, 北浦爱, 木村飞影",日本,2004,剧情,9.1,364019,整片都很压抑难过，所有不幸都淡化融入生活，毫无煽情点 抑郁却哭不出来。,https://movie.douban.com/subject/1292337/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p661160053.jpg,1292337
tt3012698,5,2018-02-01,奥丽芙·基特里奇,丽莎·查罗登科,"弗兰西斯·麦克多蒙德, 理查德·詹金斯, 小约翰·加拉赫",美国,2014,剧情,9.3,46454,画面配乐很美，角色揪心真实，希望自己以后能以别人的方式表达自己的关心,https://movie.douban.com/subject/24869254/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2203693595.jpg,24869254
tt3285802,3,2018-02-01,青春派,刘杰,"董子健, 秦海璐, 咏梅",中国大陆,2013,"剧情, 爱情",7.4,192963,,https://movie.douban.com/subject/24735062/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2050428637.jpg,24735062
tt0145487,3,2018-01-31,蜘蛛侠,山姆·雷米,"托比·马奎尔, 威廉·达福, 克尔斯滕·邓斯特",美国,2002,"动作, 科幻, 冒险",8.1,408907,,https://movie.douban.com/subject/1306612/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p457050361.jpg,1306612
tt0071562,5,2018-01-31,教父2,弗朗西斯·福特·科波拉,"阿尔·帕西诺, 罗伯特·杜瓦尔, 黛安·基顿",美国,1974,"剧情, 犯罪",9.3,619528,切尔帕西诺是真的帅，更多是电影赋予的魅力，交替叙事与庞杂的关系网需要更加集中注意,https://movie.douban.com/subject/1299131/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2194138787.jpg,1299131
tt0114388,4,2018-01-31,理智与情感,李安,"艾玛·汤普森, 凯特·温斯莱特, 休·格兰特",美国 英国,1995,"剧情, 爱情",8.4,155146,肥温学会理智对待情感，爱玛的理智最后汹涌着情感,https://movie.douban.com/subject/1299193/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1107322461.jpg,1299193
tt0768114,4,2018-01-30,父子,谭家明,"郭富城, 杨采妮, 吴澋滔",中国香港 马来西亚,2006,"剧情, 家庭",6.9,32013,,https://movie.douban.com/subject/1727557/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p518004802.jpg,1727557
tt3890160,3,2018-01-30,极盗车神,埃德加·赖特,"安塞尔·艾尔高特, 凯文·史派西, 杰米·福克斯",英国 美国,2017,"动作, 音乐, 犯罪",7.0,172392,剪辑很棒，剧情后面就有点扯淡了，女朋友和老板都是，比速度与激情这种爽片有点剧情不过也没那么爽,https://movie.douban.com/subject/25933890/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2496901482.jpg,25933890
tt6294822,4,2018-01-30,华盛顿邮报,史蒂文·斯皮尔伯格,"梅丽尔·斯特里普, 汤姆·汉克斯, 莎拉·保罗森",美国 英国,2017,"剧情, 传记, 历史",8.3,124841,第一次生肉听得有点懵，可能本来对此类题材不太感冒,https://movie.douban.com/subject/26990609/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2505577378.jpg,26990609
tt3521126,4,2018-01-30,灾难艺术家,詹姆斯·弗兰科,"詹姆斯·弗兰科, 戴夫·弗兰科, 塞斯·罗根",美国,2017,"剧情, 喜剧, 传记",7.5,52779,他们都嘲笑我，何不收点钱 为此专程看了房间 第一遍我就笑了,https://movie.douban.com/subject/25944886/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2498866082.jpg,25944886
tt0368226,2,2018-01-30,房间,托米·韦素,"托米·韦素, 朱丽叶塔·丹妮埃拉, 格雷戈·赛斯特罗",美国,2003,剧情,4.3,12749,"台词念的还没英语听力有感情，难得专程看烂片居然已经有喜剧的效果了,烂的无以复加烂的莫名其妙",https://movie.douban.com/subject/4819988/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2511492546.jpg,4819988
tt3501632,4,2018-01-30,雷神3：诸神黄昏,塔伊加·维迪提,"克里斯·海姆斯沃斯, 汤姆·希德勒斯顿, 凯特·布兰切特",美国,2017,"动作, 奇幻, 冒险",7.4,431574,作为爆米花电影，观影体验已经非常棒了，笑点一般影院会很有气氛,https://movie.douban.com/subject/25821634/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2493777430.jpg,25821634
tt1981115,4,2018-01-29,雷神2：黑暗世界,阿兰·泰勒,"克里斯·海姆斯沃斯, 娜塔莉·波特曼, 汤姆·希德勒斯顿",美国,2013,"动作, 奇幻, 冒险",7.4,352532,,https://movie.douban.com/subject/6560058/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2109235216.jpg,6560058
tt4555426,4,2018-01-29,至暗时刻,乔·赖特,"加里·奥德曼, 克里斯汀·斯科特·托马斯, 莉莉·詹姆斯",英国 美国,2017,"剧情, 传记, 历史",8.5,439742,加里男主没跑了，,https://movie.douban.com/subject/26761416/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2504277551.jpg,26761416
tt5580390,4,2018-01-28,水形物语,吉尔莫·德尔·托罗,"莎莉·霍金斯, 道格·琼斯, 迈克尔·珊农",美国 墨西哥,2017,"剧情, 爱情, 奇幻",7.2,462111,这是个黑暗童话，俗套的“美女与野兽”的设定，只是这里美女与野兽同为边缘人物，以为一起拥抱可以对抗黑暗世界。就故事剧本来说很单薄，bug频出。可能更多还是它的政治隐喻，它的浪漫情怀，但这些未能触动到我。就像有时候觉得童话包含了一切，有时候却觉得它只是一个被讲述了千百遍的故事。,https://movie.douban.com/subject/26752852/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2506388632.jpg,26752852
tt0299658,4,2018-01-27,芝加哥,罗伯·马歇尔,"泰雅·迪格斯, 凯瑟琳·泽塔-琼斯, 蕾妮·齐薇格",美国 德国,2002,"喜剧, 歌舞, 犯罪",8.9,186264,配乐舞蹈都很美，还能扣人心弦,https://movie.douban.com/subject/1307697/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2454020352.jpg,1307697
tt2081647,5,2018-01-27,绝命毒师  第五季,"迈克尔·斯洛维斯, 米歇尔·麦克拉伦, 亚当·伯恩斯坦, 莱恩·约翰逊, 乔治·马斯塔斯, 科林·巴克西, 托马斯·施纳泽, 布莱恩·克兰斯顿, 山姆·卡特林, 皮特·古尔德, 文斯·吉里根","布莱恩·克兰斯顿, 亚伦·保尔, 安娜·冈",美国,2012,"剧情, 犯罪",9.7,237060,看到第八集，想弃剧了，没了亲情，冷漠残忍让我有些看不下去...11集太压抑黑暗了，关系的各种崩坏让我有点喘不过气来...16集我已经没话说了，这注定是最震撼我的美剧,https://movie.douban.com/subject/6952149/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1579021082.jpg,6952149
tt0758752,4,2018-01-26,爱情与灵药,爱德华·兹威克,"安妮·海瑟薇, 杰克·吉伦哈尔, 朱迪·格雷尔",美国,2010,"剧情, 喜剧, 爱情",7.3,243122,没有性生活所以可能比较难体会,https://movie.douban.com/subject/3078609/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1525267789.jpg,3078609
tt4925292,4,2018-01-26,伯德小姐,格蕾塔·葛韦格,"西尔莎·罗南, 劳丽·梅特卡夫, 崔西·莱茨",美国,2017,"剧情, 家庭",7.9,350346,表演都很细致而自然，虽然没勾起我什么回忆，怕是自己没有什么青春...,https://movie.douban.com/subject/26588314/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2505925363.jpg,26588314
tt1683084,5,2018-01-25,绝命毒师  第四季,"亚当·伯恩斯坦, 米歇尔·麦克拉伦, 大卫·斯雷德, 科林·巴克西, 迈克尔·斯洛维斯, 皮特·古尔德, 约翰·伦克, 泰瑞·麦克多诺, 斯科特·怀南特, 文斯·吉里根","布莱恩·克兰斯顿, 亚伦·保尔, 安娜·冈",美国,2011,"剧情, 犯罪",9.5,190168,最后三集太高能了，心疼炸鸡叔，索尔真是良心律师，Jesse麦克都很棒，我甚至都不知道该讨厌谁，哦，还是讨厌那几个女人,https://movie.douban.com/subject/4927382/,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2016506391.jpg,4927382
tt0289992,5,2018-01-24,大卫·戈尔的一生,艾伦·帕克,"凯文·史派西, 凯特·温斯莱特, 劳拉·琳妮",美国 德国 英国 西班牙,2003,"剧情, 悬疑, 犯罪",8.6,254319,即使能预见到结局依然很震撼虽没有感动，为信念能至于此或许很极端可的确很触动,https://movie.douban.com/subject/1305725/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2186861098.jpg,1305725
tt5580036,4,2018-01-24,我，花样女王,克雷格·吉勒斯佩,"玛格特·罗比, 塞巴斯蒂安·斯坦, 艾莉森·詹尼",英国 美国 卡塔尔,2017,"剧情, 喜剧, 传记",7.9,76052,好惨...很真实,https://movie.douban.com/subject/26756049/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2508862676.jpg,26756049
tt5027774,5,2018-01-23,三块广告牌,马丁·麦克唐纳,"弗兰西斯·麦克多蒙德, 伍迪·哈里森, 山姆·洛克威尔",英国 美国,2017,"剧情, 犯罪",8.7,902524,没想到警长是最触动我的地方，最喜欢的是dixon，让我想起breaking bad,https://movie.douban.com/subject/26611804/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2502943384.jpg,26611804
tt5726616,5,2018-01-20,请以你的名字呼唤我,卢卡·瓜达尼诺,"艾米·汉莫, 提莫西·查拉梅, 迈克尔·斯图巴",意大利 法国 巴西 美国,2017,"剧情, 爱情, 同性",8.8,806113,8.5分，关系感觉刻画都很细腻，父亲的话更是上了一层意义,https://movie.douban.com/subject/26799731/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2505525050.jpg,26799731
tt1109624,4,2018-01-20,帕丁顿熊,保罗·金,"本·卫肖, 妮可·基德曼, 休·博纳维尔",英国 法国,2014,"喜剧, 动画, 家庭",7.9,271651,,https://movie.douban.com/subject/2998373/,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2231740424.jpg,2998373
tt0116209,5,2018-01-19,英国病人,安东尼·明格拉,"拉尔夫·费因斯, 朱丽叶·比诺什, 威廉·达福",美国 英国,1996,"剧情, 爱情, 战争",8.5,290573,倒叙的故事感觉更容易让我陷进去，他们爱得很深了，战争为他们做背景,https://movie.douban.com/subject/1291853/,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2408623752.jpg,1291853
tt3544112,4,2018-01-18,初恋这首情歌,约翰·卡尼,"福迪亚·瓦尔什-匹罗, 露西·宝通, 杰克·莱诺",爱尔兰 英国 美国,2016,"剧情, 爱情, 音乐",8.2,131839,算是有青春片所有元素了，歌曲水平不如前两部，喜欢他的哥哥,https://movie.douban.com/subject/25855071/,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2615284298.jpg,25855071
